index,reps,words,phoneme
univ,1.0,univ,U000
levines,1.0,levines,L520
truisms,1.0,truisms,T252
extraordinarily,1.0,extraordinarily,E635
docile,1.0,docile,D400
cradletograve,1.0,cradletograve,C343
interacted,1.0,interacted,I623
kochan,1.0,kochan,KH50
wellindustrial,1.0,wellindustrial,W453
levinehuman,1.0,levinehuman,L5H5
hisashi,1.0,hisashi,H2H0
levineinside,1.0,levineinside,L523
nanzan,1.0,nanzan,N250
makoto,1.0,makoto,M300
ohtsu,1.0,ohtsu,O200
tomio,1.0,tomio,T000
imanari,1.0,imanari,I600
levinestewartsville,1.0,levinestewartsville,L523
cdps,1.0,cdps,C120
stewartsville,2.0,stewartsville,SW63
tabulation,1.0,tabulation,T435
lutheranstewartsville,1.0,lutheranstewartsville,LH65
presbyterianambulyx,1.0,presbyterianambulyx,P21Y
substrigilis,1.0,substrigilis,S236
darkbased,1.0,darkbased,D212
hawkmoth,1.0,hawkmoth,H253
sphingidae,1.0,sphingidae,SH52
nicobar,1.0,nicobar,N160
hainan,1.0,hainan,H500
sarawak,1.0,sarawak,SW20
kalimantan,1.0,kalimantan,K535
ambulyx,1.0,ambulyx,A4Y2
tawny,1.0,tawny,T5Y0
hindwing,1.0,hindwing,H3W5
upperside,2.0,upperside,U623
costal,1.0,costal,C340
forewing,1.0,forewing,FW52
cellfemale,1.0,cellfemale,C415
viewfrom,1.0,viewfrom,V165
mhntfemale,1.0,mhntfemale,M531
viewcoll,3.0,viewcoll,V240
mhntmale,2.0,mhntmale,M535
mhntthe,1.0,mhntthe,M53H
aglaia,1.0,aglaia,A000
littoralis,1.0,littoralis,L364
indiain,1.0,indiain,I500
crenulate,1.0,crenulate,C543
purplish,1.0,purplish,P142
metathorax,1.0,metathorax,M3H6
palpi,1.0,palpi,P100
pectus,1.0,pectus,P320
ferruginous,2.0,ferruginous,F625
nervure,1.0,nervure,N160
dentate,1.0,dentate,D300
lunulate,2.0,lunulate,L430
fuscous,1.0,fuscous,F200
medial,1.0,medial,M400
granular,2.0,granular,G546
streaks,1.0,streaks,S620
somites,1.0,somites,S320
spotsthis,1.0,spotsthis,S323
ambulycinirelated,1.0,ambulycinirelated,A4Y2
itcordillera,1.0,itcordillera,I634
jalil,2.0,jalil,J400
abbasi,1.0,abbasi,A200
domariaganj,1.0,domariaganj,D625
aligarh,2.0,aligarh,A6H0
din,2.0,din,D000
lifekya,1.0,lifekya,L2Y0
theykazi,1.0,theykazi,TY20
jalils,1.0,jalils,J420
rashid,1.0,rashid,RH30
ashrafthis,1.0,ashrafthis,A613
evarts,1.0,evarts,E320
wellregarded,1.0,wellregarded,W462
fortyone,1.0,fortyone,F3Y5
merrill,1.0,merrill,M640
lupicina,4.0,lupicina,L250
iempress,1.0,iempress,I620
euphemia,10.0,euphemia,E500
procopius,4.0,procopius,P212
barbarian,1.0,barbarian,B165
antithesis,1.0,antithesis,A3H2
laudatory,1.0,laudatory,L36Y
vitriolic,1.0,vitriolic,V642
discredit,1.0,discredit,D263
titillating,1.0,titillating,T435
referencethe,1.0,referencethe,R652
anastasius,8.0,anastasius,A320
istok,1.0,istok,I200
thracian,1.0,thracian,T625
illyrian,1.0,illyrian,IY65
latinophone,1.0,latinophone,L51H
dardania,1.0,dardania,D350
illyricum,1.0,illyricum,IY62
bederiana,1.0,bederiana,B650
naissus,1.0,naissus,N200
barbaric,1.0,barbaric,B162
empirein,1.0,empirein,E650
vasiliev,3.0,vasiliev,V410
lupae,1.0,lupae,L000
lupa,2.0,lupa,L000
disparaging,1.0,disparaging,D162
slur,1.0,slur,S600
lupanar,1.0,lupanar,L560
brothel,1.0,brothel,B3H4
derisive,1.0,derisive,D210
priestesses,1.0,priestesses,P232
shewolf,1.0,shewolf,SW41
euphemism,1.0,euphemism,E525
romulus,1.0,romulus,R420
remus,1.0,remus,R200
wolfgoddess,1.0,wolfgoddess,W123
matrilineal,1.0,matrilineal,M645
acca,1.0,acca,A000
larentia,1.0,larentia,L530
representedemulation,1.0,representedemulation,R625
veneration,1.0,veneration,V635
saintby,1.0,saintby,S31Y
excubitorum,1.0,excubitorum,E136
excubitors,1.0,excubitors,E136
silentarii,1.0,silentarii,S536
celer,2.0,celer,C600
magister,1.0,magister,M236
officiorum,1.0,officiorum,O265
scholae,1.0,scholae,SH40
palatinae,1.0,palatinae,P350
hippodrome,2.0,hippodrome,H136
flavius,2.0,flavius,F120
paulus,2.0,paulus,P200
sisterinlaw,1.0,sisterinlaw,S365
magna,2.0,magna,M500
motherinlaw,2.0,motherinlaw,MH65
olybrius,3.0,olybrius,O162
anicia,1.0,anicia,A000
proba,1.0,proba,P100
probus,4.0,probus,P120
areobindus,1.0,areobindus,A532
placidia,1.0,placidia,P230
caesaria,1.0,caesaria,C600
secundinus,1.0,secundinus,S535
hypatius,1.0,hypatius,H132
moschianus,1.0,moschianus,M2H5
greatnephew,1.0,greatnephew,G351
marcellus,6.0,marcellus,M242
malalas,1.0,malalas,M420
praepositus,1.0,praepositus,P123
sacri,1.0,sacri,S600
cubiculi,1.0,cubiculi,C240
amantius,3.0,amantius,A320
domesticorum,1.0,domesticorum,D232
theocritus,2.0,theocritus,T263
hormisdas,1.0,hormisdas,H523
diocletianic,1.0,diocletianic,D435
chalcedon,2.0,chalcedon,C423
fervent,1.0,fervent,F153
chalcedonian,1.0,chalcedonian,C423
monophysitism,1.0,monophysitism,M1HY
unacquainted,1.0,unacquainted,U253
justinprocopius,1.0,justinprocopius,J351
theodora,2.0,theodora,T360
nieceinlaw,1.0,nieceinlaw,N54W
clarifies,1.0,clarifies,C612
betrothal,1.0,betrothal,B63H
intermarriage,1.0,intermarriage,I656
manyseetha,1.0,manyseetha,MY23
swasika,2.0,swasika,S200
vijay,1.0,vijay,VY00
shanavas,2.0,shanavas,S512
shanu,1.0,shanu,S500
bipin,1.0,bipin,B500
seetha,67.0,seetha,SH00
asianet,1.0,asianet,A300
ist,1.0,ist,I000
episodesin,1.0,episodesin,E325
telecast,1.0,telecast,T230
seethaindran,1.0,seethaindran,SH53
chemistrythe,1.0,chemistrythe,C523
seethapennu,1.0,seethapennu,SH15
indran,56.0,indran,I650
moracherukkan,1.0,moracherukkan,M2H6
sreeraman,4.0,sreeraman,S650
befriends,1.0,befriends,B653
prathapan,8.0,prathapan,P3H1
shankaran,3.0,shankaran,S526
maman,1.0,maman,M500
seethas,11.0,seethas,SH20
realises,1.0,realises,R200
happier,2.0,happier,H160
reciprocates,1.0,reciprocates,R162
cunningly,1.0,cunningly,C524
deteriorates,1.0,deteriorates,D632
savoir,1.0,savoir,S600
professes,1.0,professes,P120
indrans,2.0,indrans,I652
divorces,1.0,divorces,D620
ashrammeanwhile,1.0,ashrammeanwhile,A65W
vinayan,5.0,vinayan,VY50
shattered,1.0,shattered,S363
aadilakshmi,3.0,aadilakshmi,A2H5
aadilakshmis,3.0,aadilakshmis,A2H5
carelessness,1.0,carelessness,C425
saravanan,6.0,saravanan,S150
devika,4.0,devika,D200
sreeramans,1.0,sreeramans,S652
sugunan,5.0,sugunan,S500
conspires,1.0,conspires,C216
devikas,3.0,devikas,D200
consumes,1.0,consumes,C252
poisonous,1.0,poisonous,P520
sreerams,1.0,sreerams,S652
saddening,1.0,saddening,S352
devikameanwhile,1.0,devikameanwhile,D25W
redhanded,1.0,redhanded,RH53
heartbroken,1.0,heartbroken,H316
pleads,1.0,pleads,P320
forgiveness,3.0,forgiveness,F215
scarves,1.0,scarves,S612
reconcile,1.0,reconcile,R524
archana,1.0,archana,AH50
naliniamma,2.0,naliniamma,N500
commotion,1.0,commotion,C535
ashramseetha,1.0,ashramseetha,A652
surendran,5.0,surendran,S536
pillais,1.0,pillais,P420
binamis,1.0,binamis,B520
pillai,4.0,pillai,P400
vishwanathan,1.0,vishwanathan,VHW5
jatayu,3.0,jatayu,JY00
dharman,7.0,dharman,D650
raghuvaran,4.0,raghuvaran,RH16
saravannan,3.0,saravannan,S150
hatches,1.0,hatches,H2H2
aaadilakshmi,1.0,aaadilakshmi,A2H5
sasis,2.0,sasis,S200
sasi,2.0,sasi,S000
admits,2.0,admits,A320
culprits,1.0,culprits,C163
acp,1.0,acp,A000
mariakutty,1.0,mariakutty,M23Y
drsasi,1.0,drsasi,D200
houseseetha,1.0,houseseetha,H23H
houseboat,1.0,houseboat,H130
rudran,3.0,rudran,R650
imagines,1.0,imagines,I520
shreya,15.0,shreya,S6Y0
chackos,2.0,chackos,C200
chacko,6.0,chacko,C200
aadhi,1.0,aadhi,A000
aadilaksmi,1.0,aadilaksmi,A250
sooner,1.0,sooner,S600
julliet,2.0,julliet,J430
hometime,1.0,hometime,H350
sugunans,1.0,sugunans,S520
suicides,1.0,suicides,S320
situationsthree,1.0,situationsthree,S352
raghuvarans,2.0,raghuvarans,RH16
sasimohan,1.0,sasimohan,S5H5
pretend,1.0,pretend,P353
uncontrollably,1.0,uncontrollably,U536
laskshmis,1.0,laskshmis,L2H5
bhumika,1.0,bhumika,B520
californiarelated,1.0,californiarelated,C165
teruel,1.0,teruel,T400
itlando,1.0,itlando,I530
pagasa,1.0,pagasa,P200
liwaywaythis,1.0,liwaywaythis,LYWY
itarmy,1.0,itarmy,I5Y0
agra,3.0,agra,A000
awes,1.0,awes,A000
sainik,1.0,sainik,S200
educationcbse,1.0,educationcbse,E352
xiiembracing,1.0,xiiembracing,X162
inclusivity,1.0,inclusivity,I421
endeavours,1.0,endeavours,E162
cocurricular,1.0,cocurricular,C624
compassionate,1.0,compassionate,C125
societyat,1.0,societyat,S3Y3
readythis,1.0,readythis,RY3H
itbrian,1.0,itbrian,I650
murph,2.0,murph,M1H0
kolb,1.0,kolb,K100
halftimein,1.0,halftimein,H135
kansass,1.0,kansass,K200
tj,1.0,tj,T000
simmons,1.0,simmons,S520
leadin,1.0,leadin,L500
kansasthis,1.0,kansasthis,K23H
hisku,4.0,hisku,H200
tirana,2.0,tirana,T500
fiqrete,1.0,fiqrete,F630
misja,1.0,misja,M200
festivali,1.0,festivali,F314
rtsh,1.0,rtsh,R2H0
portret,1.0,portret,P363
agim,1.0,agim,A000
krajka,1.0,krajka,K200
vajzat,1.0,vajzat,V230
fshatit,1.0,fshatit,FH30
buka,1.0,buka,B000
duarve,1.0,duarve,D100
tona,1.0,tona,T000
sigurimi,1.0,sigurimi,S650
pretence,1.0,pretence,P352
agitation,1.0,agitation,A350
brpsh,1.0,brpsh,B12H
cooperatives,1.0,cooperatives,C631
kthimi,1.0,kthimi,KH50
diktators,1.0,diktators,D362
missbraucht,1.0,missbraucht,M216
vom,1.0,vom,V000
publikum,1.0,publikum,P425
geliebt,1.0,geliebt,G130
verboten,1.0,verboten,V135
dictators,1.0,dictators,D362
fool,1.0,fool,F000
airmail,3.0,airmail,A400
yearsshe,1.0,yearsshe,Y2H0
pecan,1.0,pecan,P500
mailthis,1.0,mailthis,M3H2
nonelected,1.0,nonelected,N423
itperijasaurus,1.0,itperijasaurus,I626
perija,1.0,perija,P200
eusauropod,2.0,eusauropod,E130
sauropod,2.0,sauropod,S130
redbeds,1.0,redbeds,R132
perijasaurus,4.0,perijasaurus,P262
lapaz,3.0,lapaz,L200
toarcianaalenian,1.0,toarcianaalenian,T254
ucmp,2.0,ucmp,U100
vertebra,1.0,vertebra,V316
centimeters,1.0,centimeters,C353
cetiosaurus,1.0,cetiosaurus,C262
patagosaurus,1.0,patagosaurus,P262
bagualia,1.0,bagualia,B400
nebulasaurus,1.0,nebulasaurus,N426
spinophorosaurus,1.0,spinophorosaurus,S51H
eusauropods,1.0,eusauropods,E132
pangaea,1.0,pangaea,P200
faunal,1.0,faunal,F400
stemaverostran,1.0,stemaverostran,S516
tachiraptor,1.0,tachiraptor,TH61
ornithischian,1.0,ornithischian,O3H2
laquintasaura,1.0,laquintasaura,L532
sauropodomorphrelated,1.0,sauropodomorphrelated,S135
itsalesstreaming,1.0,itsalesstreaming,I423
alonevocalistsleadersstring,1.0,alonevocalistsleadersstring,A124
sectionhorn,1.0,sectionhorn,S35H
sectionrhythm,1.0,sectionrhythm,S356
sectiontrapped,1.0,sectiontrapped,S353
mobs,2.0,mobs,M200
sekai,2.0,sekai,S000
mobu,1.0,mobu,M000
kibishii,2.0,kibishii,K2H0
desu,2.0,desu,D000
yomu,2.0,yomu,Y000
mishima,2.0,mishima,MH50
monda,2.0,monda,M300
jun,2.0,jun,J000
shiosato,2.0,shiosato,S230
fujimi,2.0,fujimi,F500
shobo,1.0,shobo,S100
engi,2.0,engi,E000
fou,1.0,fou,F000
bartfort,1.0,bartfort,B316
holfort,1.0,holfort,H163
encyclopedic,1.0,encyclopedic,EY24
disrupting,1.0,disrupting,D613
cheat,1.0,cheat,C300
luxion,1.0,luxion,L500
enrolling,1.0,enrolling,E452
holtfort,1.0,holtfort,H316
embroiled,1.0,embroiled,E643
mingling,1.0,mingling,M245
dra,2.0,dra,D000
volumesa,1.0,volumesa,V520
noko,1.0,noko,N000
inan,1.0,inan,I000
kazuya,1.0,kazuya,KY00
miura,1.0,miura,M000
shinichi,1.0,shinichi,S52H
fukumoto,1.0,fukumoto,F530
kenta,1.0,kenta,K300
ihara,1.0,ihara,I000
masahiko,1.0,masahiko,MH20
kana,1.0,kana,K000
aratame,1.0,aratame,A500
atx,1.0,atx,A000
mx,1.0,mx,M000
ytv,1.0,ytv,Y100
selfish,1.0,selfish,S12H
riko,1.0,riko,R000
crunchyroll,2.0,crunchyroll,C52H
dub,1.0,dub,D000
itmarciano,1.0,itmarciano,I625
chiana,3.0,chiana,C500
castiglion,1.0,castiglion,C324
fiorentino,1.0,fiorentino,F535
foiano,1.0,foiano,F000
lucignano,1.0,lucignano,L250
savinothe,1.0,savinothe,S53H
marciano,2.0,marciano,M250
scannagallomedia,1.0,scannagallomedia,S524
itmotorsport,1.0,itmotorsport,I362
cams,1.0,cams,C200
sanctioning,1.0,sanctioning,S235
internationale,1.0,internationale,I653
fiamotorsport,2.0,fiamotorsport,F362
probationary,1.0,probationary,P135
basisin,1.0,basisin,B250
permanentthe,1.0,permanentthe,P53H
asns,1.0,asns,A200
australiandelegated,1.0,australiandelegated,A645
motoring,1.0,motoring,M652
australiaas,1.0,australiaas,A642
europameisterschaft,1.0,europameisterschaft,E523
wertungsturnier,1.0,wertungsturnier,W352
danielsson,1.0,danielsson,D425
grev,1.0,grev,G100
isbn,1.0,isbn,I500
numbersamarian,1.0,numbersamarian,N162
brazilians,3.0,brazilians,B245
exilethe,1.0,exilethe,E3H0
brutality,1.0,brutality,B343
disdain,1.0,disdain,D350
franceon,1.0,franceon,F525
dispassionately,1.0,dispassionately,D125
deodoro,2.0,deodoro,D600
fonseca,1.0,fonseca,F200
sacrament,1.0,sacrament,S653
pierrejacquesalmeyre,1.0,pierrejacquesalmeyre,P624
leopoldo,1.0,leopoldo,L430
francisca,1.0,francisca,F520
aquila,1.0,aquila,A000
causa,1.0,causa,C000
mortis,1.0,mortis,M320
abdicating,1.0,abdicating,A235
solemnly,1.0,solemnly,S54Y
branco,1.0,branco,B520
sprinkled,1.0,sprinkled,S652
gaspar,1.0,gaspar,G160
embalmed,1.0,embalmed,E453
liters,1.0,liters,L620
hydrochloride,1.0,hydrochloride,H362
zinc,4.0,zinc,Z200
aluminum,1.0,aluminum,A500
carotid,1.0,carotid,C300
attired,1.0,attired,A630
fleece,1.0,fleece,F200
crucifix,1.0,crucifix,C212
satin,1.0,satin,S500
varnished,1.0,varnished,V52H
freycinet,1.0,freycinet,FY25
sadi,2.0,sadi,S000
carnot,2.0,carnot,C530
pomp,1.0,pomp,P100
brazils,2.0,brazils,B242
hearse,1.0,hearse,H200
funerals,1.0,funerals,F642
morlot,1.0,morlot,M430
morny,1.0,morny,M5Y0
adolphe,1.0,adolphe,A1H0
mourners,1.0,mourners,M562
comte,1.0,comte,C300
beauxarts,1.0,beauxarts,B632
politiques,1.0,politiques,P320
dumas,1.0,dumas,D200
auguste,1.0,auguste,A300
jules,1.0,jules,J200
arnaud,1.0,arnaud,A300
claretie,1.0,claretie,C630
marcellin,1.0,marcellin,M245
berthelot,1.0,berthelot,B3H4
armand,1.0,armand,A530
quatrefages,1.0,quatrefages,Q612
jurien,1.0,jurien,J500
oppert,1.0,oppert,O630
incessant,1.0,incessant,I253
carriages,1.0,carriages,C620
wreaths,1.0,wreaths,W3H2
dom,5.0,dom,D000
caxias,1.0,caxias,C200
andrade,1.0,andrade,A630
neves,1.0,neves,N200
sinimbu,2.0,sinimbu,S510
dantas,2.0,dantas,D320
joaquim,1.0,joaquim,J500
nabuco,1.0,nabuco,N200
ubique,1.0,ubique,U000
patria,1.0,patria,P600
implication,1.0,implication,I423
fora,1.0,fora,F000
braganza,1.0,braganza,B252
pantheon,1.0,pantheon,P3H5
demise,1.0,demise,D200
halfstaff,1.0,halfstaff,H123
armbands,1.0,armbands,A153
knells,1.0,knells,K420
almeida,1.0,almeida,A300
consternation,1.0,consternation,C236
eulogies,1.0,eulogies,E200
ouro,1.0,ouro,O000
preto,1.0,preto,P300
laet,1.0,laet,L000
escragnolle,1.0,escragnolle,E625
taunay,1.0,taunay,TY00
afonso,1.0,afonso,A200
celso,1.0,celso,C200
adversaries,1.0,adversaries,A626
abnegation,1.0,abnegation,A235
quintino,1.0,quintino,Q350
sentimentalism,1.0,sentimentalism,S353
maneuvers,1.0,maneuvers,M162
peaceable,1.0,peaceable,P140
captivating,1.0,captivating,C313
materialize,1.0,materialize,M642
jour,1.0,jour,J000
dared,1.0,dared,D300
itsocial,1.0,itsocial,I240
sociologists,1.0,sociologists,S423
beck,1.0,beck,B200
zygmunt,1.0,zygmunt,Z253
bauman,2.0,bauman,B500
giddens,1.0,giddens,G352
postmodernists,1.0,postmodernists,P353
posttraditional,1.0,posttraditional,P363
selfreferring,1.0,selfreferring,S161
traditionalism,1.0,traditionalism,T354
modernitygiddens,1.0,modernitygiddens,M653
postmodernity,1.0,postmodernity,P353
postmodernism,1.0,postmodernism,P353
hypertechnological,1.0,hypertechnological,H163
liquid,2.0,liquid,L300
nomadism,1.0,nomadism,N325
spouses,1.0,spouses,S200
imposebauman,1.0,imposebauman,I215
modernism,1.0,modernism,M652
selfchosen,1.0,selfchosen,S12H
globalized,1.0,globalized,G142
astray,1.0,astray,A6Y0
existential,1.0,existential,E353
horgan,1.0,horgan,H250
twomey,1.0,twomey,T5Y0
plugd,4.0,plugd,P230
corks,1.0,corks,C200
realt,1.0,realt,R300
dearg,1.0,dearg,D200
esb,1.0,esb,E000
substation,3.0,substation,S235
triskel,1.0,triskel,T240
tobin,1.0,tobin,T500
gulpd,1.0,gulpd,G130
includeofficial,1.0,includeofficial,I431
bjarnason,1.0,bjarnason,B652
benediktsson,1.0,benediktsson,B323
cand,1.0,cand,C300
jur,1.0,jur,J000
almenna,1.0,almenna,A500
bilderberg,1.0,bilderberg,B361
althing,1.0,althing,AH52
affairshe,1.0,affairshe,A62H
internets,1.0,internets,I653
numeniella,1.0,numeniella,N540
coleophoridae,2.0,coleophoridae,C1H6
russiathis,1.0,russiathis,R23H
italan,1.0,italan,I500
basset,1.0,basset,B230
baronbasset,1.0,baronbasset,B512
adeliza,1.0,adeliza,A200
headington,1.0,headington,H523
lordships,1.0,lordships,L32H
woking,1.0,woking,W520
mapledurwell,1.0,mapledurwell,M436
wycombe,1.0,wycombe,W251
wiltshirewith,1.0,wiltshirewith,W32H
scots,1.0,scots,S320
runnymede,1.0,runnymede,R5Y5
accession,1.0,accession,A250
royalist,1.0,royalist,R423
curia,1.0,curia,C000
fulk,1.0,fulk,F200
justiciar,1.0,justiciar,J326
englandthis,1.0,englandthis,E453
peeress,1.0,peeress,P200
ittsukioka,1.0,ittsukioka,I200
tsukioka,2.0,tsukioka,T200
kuishinbo,2.0,kuishinbo,KH51
kamen,9.0,kamen,K500
pompoms,1.0,pompoms,P152
ebessan,6.0,ebessan,E250
meibutsu,3.0,meibutsu,M320
sekaiichi,4.0,sekaiichi,S2H0
kurishinbo,5.0,kurishinbo,K2H5
kamens,1.0,kamens,K520
kurishibo,1.0,kurishibo,K2H1
robo,1.0,robo,R000
robot,6.0,robot,R300
meibutso,1.0,meibutso,M320
xcup,1.0,xcup,X100
tna,1.0,tna,T000
nosawa,1.0,nosawa,NW00
elix,1.0,elix,E000
sonjay,1.0,sonjay,S2Y0
dutt,1.0,dutt,D300
kanjyuro,1.0,kanjyuro,K2Y6
matsuyama,1.0,matsuyama,M2Y5
atsushi,1.0,atsushi,A2H0
kotoge,1.0,kotoge,K200
harada,1.0,harada,H300
takoyakida,1.0,takoyakida,TY23
uwa,1.0,uwa,U000
gurentai,1.0,gurentai,G530
mazada,1.0,mazada,M300
joerger,3.0,joerger,J260
salemme,4.0,salemme,S500
trotskyists,1.0,trotskyists,T32Y
trotskyism,2.0,trotskyism,T32Y
damning,1.0,damning,D520
salemmejoerger,1.0,salemmejoerger,S526
stalinism,1.0,stalinism,S452
counterrevolutionary,1.0,counterrevolutionary,C361
bourgeoisie,1.0,bourgeoisie,B200
trotsky,1.0,trotsky,T32Y
juridical,1.0,juridical,J324
cretin,1.0,cretin,C350
stalinist,1.0,stalinist,S452
foundedthe,1.0,foundedthe,F3H0
denunciation,1.0,denunciation,D523
trotskyismwe,1.0,trotskyismwe,T32Y
trotskyite,1.0,trotskyite,T32Y
trotskyites,1.0,trotskyites,T32Y
oehler,1.0,oehler,O600
marlen,1.0,marlen,M450
rml,1.0,rml,R400
mimeographed,1.0,mimeographed,M261
mienov,1.0,mienov,M100
iata,1.0,iata,I000
hklg,1.0,hklg,H420
turkana,1.0,turkana,T250
lokitaung,3.0,lokitaung,L352
sudanits,1.0,sudanits,S532
nairobi,1.0,nairobi,N100
lodwar,1.0,lodwar,LW60
metersthere,1.0,metersthere,M623
timecoordinates,1.0,timecoordinates,T263
proteams,1.0,proteams,P352
africanlicensed,1.0,africanlicensed,A254
vuelta,1.0,vuelta,V300
sybil,9.0,sybil,S140
sibbell,1.0,sibbell,S140
heroine,6.0,heroine,H500
allnight,1.0,allnight,A52H
danbury,6.0,danbury,D16Y
forcesaccounts,1.0,forcesaccounts,F253
ludingtons,8.0,ludingtons,L523
roadmarkers,1.0,roadmarkers,R562
postage,3.0,postage,P320
horseludington,1.0,horseludington,H243
abigaila,1.0,abigaila,A400
sybils,6.0,sybils,S142
ogden,3.0,ogden,O500
catskill,1.0,catskill,C240
unadilla,2.0,unadilla,U400
tombstone,1.0,tombstone,T123
putnam,2.0,putnam,P500
ridgefield,1.0,ridgefield,R214
smithsonian,1.0,smithsonian,S3H2
briefc,1.0,briefc,B120
memoirsd,1.0,memoirsd,M623
bareback,1.0,bareback,B120
sidesaddle,1.0,sidesaddle,S234
cybal,1.0,cybal,C140
sibyl,1.0,sibyl,SY40
sebil,1.0,sebil,S400
sybille,1.0,sybille,S140
affidavits,1.0,affidavits,A313
attesting,1.0,attesting,A235
legitimacy,2.0,legitimacy,L352
speculatively,1.0,speculatively,S243
inexpensive,1.0,inexpensive,I152
mccrackens,1.0,mccrackens,M262
thatin,1.0,thatin,T350
statesanctified,1.0,statesanctified,S325
retold,1.0,retold,R430
aura,1.0,aura,A000
dispelled,1.0,dispelled,D143
intermittent,1.0,intermittent,I653
pollak,1.0,pollak,P420
proliferated,1.0,proliferated,P416
lambs,1.0,lambs,L120
writessybils,1.0,writessybils,W32Y
newyork,1.0,newyork,NY62
silliman,1.0,silliman,S450
compo,1.0,compo,C100
norwalk,1.0,norwalk,NW42
takenin,1.0,takenin,T500
hyatt,1.0,hyatt,H300
gleneida,1.0,gleneida,G530
brookgreen,1.0,brookgreen,B265
murrells,1.0,murrells,M642
ludmila,1.0,ludmila,L540
ulehla,1.0,ulehla,U400
revere,1.0,revere,R600
tsao,16.0,tsao,T000
lienchiang,4.0,lienchiang,L2H5
kinmen,2.0,kinmen,K500
hwa,1.0,hwa,H000
fujian,1.0,fujian,F500
mawei,1.0,mawei,M000
persontoperson,1.0,persontoperson,P253
noes,1.0,noes,N000
yuantsu,1.0,yuantsu,Y320
apec,2.0,apec,A000
staunch,1.0,staunch,S52H
huikuan,1.0,huikuan,H500
protections,1.0,protections,P323
taoyuan,1.0,taoyuan,T500
chienjung,1.0,chienjung,C525
adjourned,3.0,adjourned,A653
dpp,1.0,dpp,D100
hsuehsheng,1.0,hsuehsheng,HH2H
kuomintangs,1.0,kuomintangs,K535
pappas,1.0,pappas,P120
skeet,1.0,skeet,S300
itleeds,1.0,itleeds,I320
englandthe,1.0,englandthe,E453
headingley,1.0,headingley,H524
itlocated,1.0,itlocated,I230
academically,1.0,academically,A524
itmullumbimby,1.0,itmullumbimby,I451
hydroelectric,40.0,hydroelectric,H364
mullumbimby,24.0,mullumbimby,M451
corin,4.0,corin,C500
lavertys,9.0,lavertys,L63Y
weir,15.0,weir,W000
commemorated,1.0,commemorated,C563
litres,1.0,litres,L620
woodstave,1.0,woodstave,W231
hydroelectricity,2.0,hydroelectricity,H364
gara,1.0,gara,G000
thargomindah,1.0,thargomindah,T625
qld,1.0,qld,Q300
dorrigo,1.0,dorrigo,D620
nymboida,1.0,nymboida,N513
bangalow,1.0,bangalow,B24W
hydros,1.0,hydros,H362
glance,1.0,glance,G520
ruston,6.0,ruston,R350
rustin,1.0,rustin,R350
hornsby,1.0,hornsby,H521
mirrlees,6.0,mirrlees,M642
volt,1.0,volt,V300
lismore,1.0,lismore,L560
dunoon,1.0,dunoon,D500
interconnect,1.0,interconnect,I625
kwh,1.0,kwh,KH00
pelton,6.0,pelton,P350
kilowatt,1.0,kilowatt,KW30
alternators,2.0,alternators,A653
footing,1.0,footing,F520
timberframed,1.0,timberframed,T161
louver,1.0,louver,L600
tonne,1.0,tonne,T500
hydro,2.0,hydro,H360
combustion,3.0,combustion,C123
kw,1.0,kw,K000
boving,4.0,boving,B520
volts,1.0,volts,V320
generators,2.0,generators,G636
witton,1.0,witton,W350
areall,1.0,areall,A400
hydroenergy,1.0,hydroenergy,H365
turbine,2.0,turbine,T150
exhausts,1.0,exhausts,E232
annexes,2.0,annexes,A200
footings,1.0,footings,F520
conveyed,1.0,conveyed,C1Y3
saddle,1.0,saddle,S340
movable,3.0,movable,M140
deterioration,1.0,deterioration,D635
sheeting,1.0,sheeting,S352
galvanised,1.0,galvanised,G152
sandbagged,1.0,sandbagged,S312
terranora,1.0,terranora,T656
interconnector,1.0,interconnector,I625
weatherboard,1.0,weatherboard,WH61
intactness,2.0,intactness,I235
demonstrating,4.0,demonstrating,D523
walesthe,1.0,walesthe,W23H
walesit,4.0,walesit,W230
aesthetically,1.0,aesthetically,AH32
reasonsit,1.0,reasonsit,R523
selfsufficient,1.0,selfsufficient,S121
placesenvironments,1.0,placesenvironments,P251
ccby,1.0,ccby,C1Y0
thenhead,1.0,thenhead,T5H3
hillyard,29.0,hillyard,H4Y6
spokanedue,1.0,spokanedue,S253
leen,1.0,leen,L000
freighthoppers,1.0,freighthoppers,F2H3
warmedover,1.0,warmedover,W531
mergers,1.0,mergers,M262
bns,1.0,bns,B200
yardley,1.0,yardley,Y34Y
micronesian,1.0,micronesian,M652
spokanes,2.0,spokanes,S252
brum,1.0,brum,B500
relocations,1.0,relocations,R235
freeways,1.0,freeways,FWY2
