index,reps,words,phoneme
hospitalized,4.0,hospitalized,H134
henrigeorges,1.0,henrigeorges,H626
quebecon,1.0,quebecon,Q250
twoyearold,1.0,twoyearold,TY64
inquest,1.0,inquest,I230
beauport,1.0,beauport,B630
weekthe,1.0,weekthe,W3H0
leclercville,1.0,leclercville,L462
detergentin,1.0,detergentin,D625
beatings,1.0,beatings,B520
resumedaurore,1.0,resumedaurore,R536
autopsy,3.0,autopsy,A2Y0
marois,1.0,marois,M200
noticed,1.0,noticed,N230
scalp,1.0,scalp,S410
caked,1.0,caked,C300
pus,1.0,pus,P000
thigh,1.0,thigh,T2H0
swollen,1.0,swollen,S450
aurorehoude,1.0,aurorehoude,AH30
recommend,1.0,recommend,R530
paroled,2.0,paroled,P430
manslaughter,1.0,manslaughter,M242
tumor,2.0,tumor,T600
obscurity,1.0,obscurity,O263
shawinigan,1.0,shawinigan,SW52
statusthe,1.0,statusthe,S323
dozens,6.0,dozens,D520
rollin,1.0,rollin,R450
petitjean,1.0,petitjean,P325
martyrthe,1.0,martyrthe,M3Y6
alcazar,1.0,alcazar,A260
actresses,1.0,actresses,A620
germaine,1.0,germaine,G500
germain,1.0,germain,G500
varennes,1.0,varennes,V520
reyduzil,1.0,reyduzil,R324
henriette,1.0,henriette,H630
berthier,2.0,berthier,B3H6
lucie,1.0,lucie,L000
canadienne,1.0,canadienne,C350
jeanyves,1.0,jeanyves,JY12
bigras,1.0,bigras,B620
filmfilming,1.0,filmfilming,F514
desmarteaux,1.0,desmarteaux,D563
mckinnon,1.0,mckinnon,M250
yvonne,1.0,yvonne,Y500
laflammethe,1.0,laflammethe,L453
objected,1.0,objected,O230
petite,1.0,petite,P300
saintdenis,1.0,saintdenis,S352
cyr,1.0,cyr,C600
reinhardt,3.0,reinhardt,RH63
louison,1.0,louison,L500
danis,1.0,danis,D200
luc,1.0,luc,L000
dionne,1.0,dionne,D500
marianne,1.0,marianne,M500
fortier,2.0,fortier,F360
postigo,1.0,postigo,P320
bourgeoisleclerc,1.0,bourgeoisleclerc,B242
sarahjeanne,1.0,sarahjeanne,SH25
labrosse,1.0,labrosse,L620
yves,1.0,yves,Y200
antoine,4.0,antoine,A500
leduc,3.0,leduc,L200
girard,1.0,girard,G630
mailhot,1.0,mailhot,MH30
showings,1.0,showings,SW52
complicit,1.0,complicit,C142
compulsive,1.0,compulsive,C142
dismisses,1.0,dismisses,D520
discourages,1.0,discourages,D262
interveningthe,1.0,interveningthe,I615
welldocumented,1.0,welldocumented,W432
quebecers,1.0,quebecers,Q262
silence,1.0,silence,S520
injustice,3.0,injustice,I232
goodon,1.0,goodon,G500
personnage,1.0,personnage,P252
azov,2.0,azov,A000
sanko,6.0,sanko,S200
yulia,1.0,yulia,Y000
polyachikhina,1.0,polyachikhina,PY2H
chuvashia,1.0,chuvashia,C12H
arina,1.0,arina,A000
verina,1.0,verina,V500
yekaterinburg,1.0,yekaterinburg,Y365
ralina,1.0,ralina,R500
arabova,1.0,arabova,A100
conflicting,4.0,conflicting,C142
entrant,1.0,entrant,E653
ik,1.0,ik,I000
sleipner,1.0,sleipner,S156
andersson,1.0,andersson,A625
headquartered,1.0,headquartered,H263
staunton,2.0,staunton,S535
howie,2.0,howie,H000
armory,1.0,armory,A6Y0
stonewall,8.0,stonewall,S5W4
reorganization,8.0,reorganization,R252
objective,13.0,objective,O231
brigades,6.0,brigades,B232
pentomic,2.0,pentomic,P352
hhc,5.0,hhc,H200
stauntonbased,1.0,stauntonbased,S535
nondivisional,1.0,nondivisional,N312
troop,1.0,troop,T100
deployment,7.0,deployment,D4Y5
guantanamo,1.0,guantanamo,G350
detainee,1.0,detainee,D500
campon,1.0,campon,C150
armories,1.0,armories,A620
bagram,3.0,bagram,B650
ghazni,1.0,ghazni,G250
secfor,1.0,secfor,S160
slice,2.0,slice,S200
kfor,1.0,kfor,K600
kosovo,2.0,kosovo,K100
deploymentin,1.0,deploymentin,D4Y5
bct,2.0,bct,B300
battalionin,1.0,battalionin,B345
bstb,3.0,bstb,B310
msr,1.0,msr,M600
demobilized,1.0,demobilized,D142
dix,1.0,dix,D000
fredericksburg,2.0,fredericksburg,F362
vain,3.0,vain,V000
ltc,5.0,ltc,L200
mercer,3.0,mercer,M260
epperly,1.0,epperly,E64Y
cav,2.0,cav,C000
strategically,3.0,strategically,S632
hq,2.0,hq,H000
colorado,4.0,colorado,C630
pipelines,1.0,pipelines,P452
basrah,1.0,basrah,B6H0
shrapnel,2.0,shrapnel,S615
sniper,1.0,sniper,S160
operationsin,1.0,operationsin,O352
ibct,1.0,ibct,I300
tf,1.0,tf,T000
overlord,1.0,overlord,O463
dday,1.0,dday,DY00
va,6.0,va,V000
christiansburg,1.0,christiansburg,C623
pulaski,1.0,pulaski,P200
uav,1.0,uav,U000
platoon,15.0,platoon,P350
zabul,3.0,zabul,Z400
ortner,1.0,ortner,O560
bsb,1.0,bsb,B100
elementsthe,2.0,elementsthe,E532
sleeve,5.0,sleeve,S100
patchs,1.0,patchs,P2H2
brigadecentric,1.0,brigadecentric,B232
arng,1.0,arng,A200
oblong,1.0,oblong,O520
silhouette,2.0,silhouette,SH30
manassas,3.0,manassas,M200
battlefield,3.0,battlefield,B341
borderthe,1.0,borderthe,B363
branchthe,1.0,branchthe,B52H
canceled,2.0,canceled,C243
tioh,1.0,tioh,T000
enamel,1.0,enamel,E400
quartered,1.0,quartered,Q363
thereon,1.0,thereon,T650
arrowhead,2.0,arrowhead,AWH3
issuant,2.0,issuant,I530
fleursdelis,2.0,fleursdelis,F623
scroll,1.0,scroll,S640
inscribed,6.0,inscribed,I261
virginians,2.0,virginians,V252
lettersthe,2.0,lettersthe,L362
croix,2.0,croix,C200
guerre,1.0,guerre,G600
beachhead,1.0,beachhead,BH30
barnard,1.0,barnard,B563
faltering,1.0,faltering,F365
brigadethe,1.0,brigadethe,B23H
symbolism,1.0,symbolism,S514
divisionin,1.0,divisionin,D250
wkla,8.0,wkla,W400
ludington,21.0,ludington,L523
rebroadcaster,1.0,rebroadcaster,R632
wwkr,2.0,wwkr,W260
manistee,5.0,manistee,M230
wklas,2.0,wklas,W420
wmlq,2.0,wmlq,W420
chippewas,1.0,chippewas,C1W2
itselfas,1.0,itselfas,I412
newstalk,1.0,newstalk,N234
wldn,3.0,wldn,W350
retuning,1.0,retuning,R520
wklafm,2.0,wklafm,W415
oldies,2.0,oldies,O200
formatthe,1.0,formatthe,F53H
ashbacher,1.0,ashbacher,A12H
initials,3.0,initials,I420
wkbz,1.0,wkbz,W120
muskegon,2.0,muskegon,M250
plank,4.0,plank,P520
wklafmprogramming,1.0,wklafmprogramming,W415
chickering,1.0,chickering,C265
baerwolf,1.0,baerwolf,BW41
amfm,1.0,amfm,A500
wmte,1.0,wmte,W300
wkzcfm,1.0,wkzcfm,W215
scottvillein,1.0,scottvillein,S314
ludingtonmanistee,1.0,ludingtonmanistee,L523
synergy,1.0,synergy,S562
wmtefm,1.0,wmtefm,W315
rebroadcasting,1.0,rebroadcasting,R632
wwmnwklas,1.0,wwmnwklas,W5W2
formatcoordinates,1.0,formatcoordinates,F532
actionadventure,1.0,actionadventure,A531
teesside,3.0,teesside,T230
shadowman,1.0,shadowman,S3W5
valiant,1.0,valiant,V530
dreamcast,4.0,dreamcast,D523
os,5.0,os,O000
perpixel,1.0,perpixel,P124
antialiasing,1.0,antialiasing,A425
lamenting,2.0,lamenting,L535
ritualistic,1.0,ritualistic,R423
unlocked,1.0,unlocked,U230
mystical,2.0,mystical,M232
likeminded,2.0,likeminded,L530
deadside,8.0,deadside,D230
commits,1.0,commits,C532
suicidein,1.0,suicidein,S350
leroi,1.0,leroi,L000
liveside,7.0,liveside,L230
priestess,1.0,priestess,P232
bonds,3.0,bonds,B320
prophetic,1.0,prophetic,P1H3
usher,1.0,usher,U600
apocalypse,1.0,apocalypse,A4Y1
damned,1.0,damned,D530
michaels,1.0,michaels,MH42
teddy,3.0,teddy,T3Y0
worldsafter,1.0,worldsafter,W432
eclipser,2.0,eclipser,E126
eclipse,3.0,eclipse,E120
drains,2.0,drains,D520
sleepmichael,1.0,sleepmichael,S152
longdead,1.0,longdead,L230
rippers,1.0,rippers,R162
shuts,1.0,shuts,S320
disguiselegion,1.0,disguiselegion,D242
overwhelms,1.0,overwhelms,OWH4
stranded,2.0,stranded,S653
embraces,1.0,embraces,E620
deadsideacclaim,1.0,deadsideacclaim,D232
littered,1.0,littered,L363
headquarterss,1.0,headquarterss,H263
pieter,1.0,pieter,P600
bruegel,1.0,bruegel,B240
lackey,1.0,lackey,L2Y0
fourandahalf,2.0,fourandahalf,F53H
nearpeerlessly,1.0,nearpeerlessly,N164
eras,2.0,eras,E000
thorpe,2.0,thorpe,T610
allgame,1.0,allgame,A250
baize,1.0,baize,B000
bogged,1.0,bogged,B230
plethora,1.0,plethora,P3H6
goodies,1.0,goodies,G200
satisfied,1.0,satisfied,S213
planetdreamcast,1.0,planetdreamcast,P536
filler,3.0,filler,F460
batch,6.0,batch,B2H0
bickham,1.0,bickham,B2H5
glittering,1.0,glittering,G365
jewel,6.0,jewel,J400
revel,1.0,revel,R400
toose,1.0,toose,T000
hyper,1.0,hyper,H160
breath,1.0,breath,B3H0
stale,1.0,stale,S400
trueman,1.0,trueman,T500
nextgen,1.0,nextgen,N325
wellintentioned,1.0,wellintentioned,W453
murmansk,2.0,murmansk,M520
petrich,1.0,petrich,P62H
bulgaria,5.0,bulgaria,B260
varna,1.0,varna,V500
tzvetelina,1.0,tzvetelina,T134
valya,1.0,valya,VY00
ekstra,1.0,ekstra,E360
nina,17.0,nina,N000
yanek,1.0,yanek,Y200
tzvetelinas,1.0,tzvetelinas,T134
hobbies,3.0,hobbies,H120
dreamers,1.0,dreamers,D562
kehoeswho,1.0,kehoeswho,K2WH
itmakhluf,1.0,itmakhluf,I2H4
haddadin,3.0,haddadin,H350
jordanian,3.0,jordanian,J350
beirut,4.0,beirut,B300
msc,4.0,msc,M200
costas,2.0,costas,C320
issidorides,2.0,issidorides,I363
hassner,1.0,hassner,H256
postdoctoral,2.0,postdoctoral,P323
fieser,1.0,fieser,F600
chemistryhe,1.0,chemistryhe,C523
heterocyclic,2.0,heterocyclic,H62Y
coinvention,1.0,coinvention,C153
antibacterial,2.0,antibacterial,A123
anticancer,2.0,anticancer,A252
carbadox,1.0,carbadox,C132
mecadox,1.0,mecadox,M320
chas,1.0,chas,C200
pfizer,1.0,pfizer,P260
tpz,1.0,tpz,T200
isobenzofuran,1.0,isobenzofuran,I521
isoindoles,1.0,isoindoles,I342
tetrazines,1.0,tetrazines,T625
quinolines,1.0,quinolines,Q452
furans,1.0,furans,F520
pyrroles,1.0,pyrroles,P642
cinnolines,1.0,cinnolines,C545
indazoles,1.0,indazoles,I242
ninety,3.0,ninety,N3Y0
refereed,2.0,refereed,R630
patents,1.0,patents,P532
countrieshaddadin,1.0,countrieshaddadin,C362
codiscovered,1.0,codiscovered,C216
kurth,2.0,kurth,K3H0
aremichiko,1.0,aremichiko,A2H2
kakutani,1.0,kakutani,K350
applaud,1.0,applaud,A430
ferocious,1.0,ferocious,F200
astute,1.0,astute,A300
vague,2.0,vague,V000
sentimentally,1.0,sentimentally,S353
sermons,1.0,sermons,S520
boiss,1.0,boiss,B200
exhilarating,1.0,exhilarating,E463
baldwins,1.0,baldwins,B3W5
artful,1.0,artful,A140
packaging,1.0,packaging,P252
flawed,3.0,flawed,FW30
evasive,2.0,evasive,E100
solidify,1.0,solidify,S31Y
wests,2.0,wests,W320
sensible,2.0,sensible,S214
curtails,1.0,curtails,C342
sociologyrelated,1.0,sociologyrelated,S42Y
renzi,1.0,renzi,R200
gentiloni,1.0,gentiloni,G345
cabinetcosta,1.0,cabinetcosta,C532
sciencehe,1.0,sciencehe,S52H
ciampi,1.0,ciampi,C100
governmentcosta,1.0,governmentcosta,G653
thecosta,1.0,thecosta,T230
bookshe,3.0,bookshe,B2H0
periodical,3.0,periodical,P324
duemila,1.0,duemila,D400
italythis,2.0,italythis,IY3H
oswaldo,1.0,oswaldo,O430
arellano,1.0,arellano,A450
ousted,2.0,ousted,O300
melgar,1.0,melgar,M260
castro,1.0,castro,C360
bananagate,1.0,bananagate,B523
scandal,1.0,scandal,S534
securities,1.0,securities,S632
bribe,2.0,bribe,B100
hondurasrelated,1.0,hondurasrelated,H362
itulopeza,1.0,itulopeza,I120
junctilinealis,1.0,junctilinealis,J234
subbasal,3.0,subbasal,S124
rufous,3.0,rufous,R200
antemedial,3.0,antemedial,A534
excurved,2.0,excurved,E613
submedian,1.0,submedian,S535
fold,1.0,fold,F300
incurved,1.0,incurved,I613
discoidal,1.0,discoidal,D234
postmedial,5.0,postmedial,P353
diffused,3.0,diffused,D123
retracted,3.0,retracted,R623
suffused,1.0,suffused,S123
apical,1.0,apical,A400
blackbrown,1.0,blackbrown,B216
veins,2.0,veins,V200
agroterinirelated,1.0,agroterinirelated,A365
itt,1.0,itt,I000
spurcatapustulina,1.0,spurcatapustulina,S623
eckblad,1.0,eckblad,E143
pyronemataceae,1.0,pyronemataceae,P653
pezizomycetesrelated,1.0,pezizomycetesrelated,P25Y
blowback,1.0,blowback,BW12
uzi,2.0,uzi,U000
bolt,1.0,bolt,B300
submachine,5.0,submachine,S52H
suomi,1.0,suomi,S000
ingram,2.0,ingram,I650
subtitle,1.0,subtitle,S340
constructions,3.0,constructions,C236
massproduction,1.0,massproduction,M216
manufacturecitation,1.0,manufacturecitation,M123
neededits,1.0,neededits,N320
constructor,2.0,constructor,C236
skilled,2.0,skilled,S430
metalwork,1.0,metalwork,M4W6
lathe,1.0,lathe,LH00
milling,2.0,milling,M452
helpful,1.0,helpful,H140
hardening,3.0,hardening,H352
inconspicuous,1.0,inconspicuous,I521
itspicara,1.0,itspicara,I126
smaris,6.0,smaris,S620
picarels,1.0,picarels,P642
rayfinned,1.0,rayfinned,R153
malesspicara,1.0,malesspicara,M212
picarel,4.0,picarel,P640
spicara,1.0,spicara,S260
maena,1.0,maena,M000
greybrown,1.0,greybrown,GY16
silvery,4.0,silvery,S16Y
canary,2.0,canary,C6Y0
seagrass,1.0,seagrass,S620
muddy,2.0,muddy,M3Y0
seabeds,1.0,seabeds,S320
sociable,1.0,sociable,S140
protogynous,1.0,protogynous,P32Y
sequential,1.0,sequential,S534
hermaphrodite,1.0,hermaphrodite,H51H
scoop,1.0,scoop,S100
fade,1.0,fade,F000
rejoins,1.0,rejoins,R520
centracanthidae,1.0,centracanthidae,C362
sparidae,1.0,sparidae,S630
dalmatia,2.0,dalmatia,D530
slana,1.0,slana,S500
gira,1.0,gira,G000
marida,1.0,marida,M300
battered,1.0,battered,B363
peasant,1.0,peasant,P530
qiu,14.0,qiu,Q000
kicked,1.0,kicked,K230
groin,2.0,groin,G500
bureaucrats,2.0,bureaucrats,B263
justicethe,1.0,justicethe,J323
qinglai,3.0,qinglai,Q240
trimester,1.0,trimester,T523
conversing,1.0,conversing,C162
shantang,1.0,shantang,S535
miscommunication,1.0,miscommunication,M252
workqiu,1.0,workqiu,W200
headman,4.0,headman,H500
insultingly,1.0,insultingly,I435
apologize,1.0,apologize,A200
meizi,1.0,meizi,M000
lodging,1.0,lodging,L252
reviewedthe,1.0,reviewedthe,RW3H
verdict,4.0,verdict,V323
judged,3.0,judged,J230
correctly,6.0,correctly,C623
jus,2.0,jus,J000
xrayed,1.0,xrayed,XY30
hospitalits,1.0,hospitalits,H134
boya,1.0,boya,B000
onemonth,1.0,onemonth,O53H
invite,1.0,invite,I300
burying,1.0,burying,BY52
hatchet,1.0,hatchet,H2H3
rib,2.0,rib,R000
fifteendaytermqiu,1.0,fifteendaytermqiu,F353
shaanxi,3.0,shaanxi,S520
deng,1.0,deng,D200
xiaoping,1.0,xiaoping,X520
absorb,2.0,absorb,A610
columbiatristar,1.0,columbiatristar,C513
zhang,2.0,zhang,Z520
yimou,1.0,yimou,Y000
dou,1.0,dou,D000
lantern,5.0,lantern,L365
englishan,1.0,englishan,E42H
gateshead,2.0,gateshead,G2H3
humboldt,5.0,humboldt,H143
pseudotsuga,1.0,pseudotsuga,P320
menziesii,1.0,menziesii,M200
midwestern,2.0,midwestern,MW23
catalpa,1.0,catalpa,C410
larch,1.0,larch,L2H0
forestry,7.0,forestry,F236
olmsted,3.0,olmsted,O230
plantings,1.0,plantings,P535
biltmore,1.0,biltmore,B356
cofounded,2.0,cofounded,C530
farlington,1.0,farlington,F452
catalpas,1.0,catalpas,C412
subramanyam,1.0,subramanyam,S65Y
susubramanian,1.0,susubramanian,S165
valangaiman,1.0,valangaiman,V525
thanjavur,1.0,thanjavur,T521
poithevu,1.0,poithevu,PH10
mayan,1.0,mayan,M500
ilakkiya,1.0,ilakkiya,I2Y0
vattam,1.0,vattam,V350
sooravali,1.0,sooravali,S140
chandraodayam,1.0,chandraodayam,C536
swadesamitran,1.0,swadesamitran,S325
saraswathi,1.0,saraswathi,S2W3
chellappa,1.0,chellappa,C410
feud,5.0,feud,F000
rightwinger,1.0,rightwinger,RH3W
antimarxist,1.0,antimarxist,A562
leftleaning,1.0,leftleaning,L345
chennai,5.0,chennai,C500
sahitya,49.0,sahitya,S3Y0
akademi,62.0,akademi,A500
ilakkiyathukku,1.0,ilakkiyathukku,I2Y3
iyakkam,1.0,iyakkam,I250
kungumam,1.0,kungumam,K250
mutharam,1.0,mutharam,MH65
dina,1.0,dina,D000
kathir,1.0,kathir,KH60
thuglak,1.0,thuglak,T242
pondicherry,1.0,pondicherry,P32H
itilie,1.0,itilie,I000
finalsahalya,1.0,finalsahalya,F42H
sthan,3.0,sthan,SH50
ahilya,2.0,ahilya,AY00
asthan,1.0,asthan,AH50
ahiyari,1.0,ahiyari,A600
darbhanga,1.0,darbhanga,D1H5
rama,6.0,rama,R000
lakshmana,2.0,lakshmana,L2H5
brahmarshi,1.0,brahmarshi,BH56
vishvamitra,1.0,vishvamitra,VH15
yagna,1.0,yagna,Y500
visvamitra,1.0,visvamitra,V153
sati,2.0,sati,S000
ahalya,4.0,ahalya,AY00
gautama,4.0,gautama,G500
maharishi,7.0,maharishi,M62H
staying,8.0,staying,SY52
rishi,2.0,rishi,RH00
ashram,3.0,ashram,A650
indra,21.0,indra,I600
succumbed,1.0,succumbed,S251
indras,1.0,indras,I620
gautam,1.0,gautam,G500
ramas,1.0,ramas,R200
radiance,1.0,radiance,R520
brightened,1.0,brightened,B2H3
prayed,1.0,prayed,PY30
obeisance,1.0,obeisance,O520
maharaja,2.0,maharaja,M620
chhatra,1.0,chhatra,CH36
rudra,1.0,rudra,R600
janaki,6.0,janaki,J200
beautifully,3.0,beautifully,B14Y
prints,6.0,prints,P532
sita,1.0,sita,S000
ramanavami,1.0,ramanavami,R515
chaitra,1.0,chaitra,C360
vivah,1.0,vivah,VH00
panchami,1.0,panchami,P2H5
scherer,1.0,scherer,SH60
nebraskascherer,1.0,nebraskascherer,N62H
centralia,1.0,centralia,C364
itvictor,1.0,itvictor,I236
crus,1.0,crus,C200
rydberg,6.0,rydberg,R316
kalmar,1.0,kalmar,K560
hockeyettan,2.0,hockeyettan,H2Y3
superelit,1.0,superelit,S643
elitserien,3.0,elitserien,E265
islanders,2.0,islanders,I536
drafthe,2.0,drafthe,D13H
whalers,15.0,whalers,W462
tryout,1.0,tryout,TY30
cruc,1.0,cruc,C200
hockeyallsvenskan,1.0,hockeyallsvenskan,H2Y4
offseason,3.0,offseason,O250
thirdtier,1.0,thirdtier,T636
vimmerby,1.0,vimmerby,V561
itcompared,1.0,itcompared,I516
rollerrocker,1.0,rollerrocker,R462
valvetrain,1.0,valvetrain,V136
piston,2.0,piston,P350
camshafts,2.0,camshafts,C2H1
valves,3.0,valves,V120
camshaft,1.0,camshaft,C2H1
fourvalve,2.0,fourvalve,F141
torque,5.0,torque,T200
bosch,2.0,bosch,B2H0
motronic,1.0,motronic,M652
hydrogen,2.0,hydrogen,H362
geq,1.0,geq,G000
diesel,8.0,diesel,D400
lhv,1.0,lhv,L100
hydrogenair,1.0,hydrogenair,H362
bifuel,1.0,bifuel,B400
petrol,2.0,petrol,P640
stringent,1.0,stringent,S652
thermostat,1.0,thermostat,T652
alternatorapplicationsin,1.0,alternatorapplicationsin,A653
bmws,1.0,bmws,BW20
upsized,1.0,upsized,U230
finishes,1.0,finishes,F2H2
leaguer,3.0,leaguer,L600
ty,1.0,ty,T000
batting,15.0,batting,B352
divisjon,6.0,divisjon,D250
tippeligaen,9.0,tippeligaen,T142
relegationplayoff,1.0,relegationplayoff,R235
fredrikstad,2.0,fredrikstad,F362
multisports,1.0,multisports,M321
fossekallen,1.0,fossekallen,F245
livfossekallen,1.0,livfossekallen,L124
lf,3.0,lf,L000
organisationally,1.0,organisationally,O523
fotball,1.0,fotball,F140
ballklub,1.0,ballklub,B424
ole,2.0,ole,O000
sundgot,1.0,sundgot,S323
guldbrandsen,1.0,guldbrandsen,G316
ranheim,1.0,ranheim,RH50
divisjonin,1.0,divisjonin,D250
sandnes,1.0,sandnes,S352
ulf,2.0,ulf,U000
remond,1.0,remond,R530
mendy,1.0,mendy,M3Y0
nationalityakwidaa,1.0,nationalityakwidaa,N543
ahanta,1.0,ahanta,A300
southernmost,2.0,southernmost,SH65
lining,1.0,lining,L520
beachthe,1.0,beachthe,BH3H
ezile,1.0,ezile,E000
turtle,3.0,turtle,T340
thatched,1.0,thatched,T32H
huts,1.0,huts,H200
annex,4.0,annex,A200
turtles,2.0,turtles,T342
akwidaa,3.0,akwidaa,A300
beachmost,1.0,beachmost,BH52
purchases,2.0,purchases,P2H2
transacted,1.0,transacted,T523
landowner,4.0,landowner,L3W5
felling,1.0,felling,F452
farmthe,2.0,farmthe,F53H
twi,1.0,twi,T000
riverin,2.0,riverin,R650
dorothea,1.0,dorothea,D3H0
brandenburger,1.0,brandenburger,B535
brandenburgers,1.0,brandenburgers,B535
itserbian,1.0,itserbian,I615
nicholasbell,1.0,nicholasbell,NH42
churchnorthwestern,1.0,churchnorthwestern,C62H
deliblatska,1.0,deliblatska,D143
dolovothis,1.0,dolovothis,D13H
banat,1.0,banat,B300
itchamberlain,1.0,itchamberlain,IH51
mao,3.0,mao,M000
mag,2.0,mag,M000
insiders,1.0,insiders,I362
ovation,1.0,ovation,O500
leary,2.0,leary,LY00
dass,2.0,dass,D200
huxley,2.0,huxley,H4Y0
shulgin,1.0,shulgin,S425
doblin,1.0,doblin,D450
janiger,1.0,janiger,J260
grof,1.0,grof,G100
terence,2.0,terence,T520
haring,1.0,haring,H520
koons,1.0,koons,K200
duran,3.0,duran,D500
debbie,2.0,debbie,D100
mccartney,5.0,mccartney,M263
arcadia,2.0,arcadia,A300
orbison,1.0,orbison,O250
linda,1.0,linda,L300
polaroid,1.0,polaroid,P630
konica,1.0,konica,K200
paint,1.0,paint,P300
rochester,3.0,rochester,RH23
twenties,2.0,twenties,T532
memorabilia,1.0,memorabilia,M614
learys,1.0,learys,LY20
systemwalter,1.0,systemwalter,S235
mclaren,1.0,mclaren,M465
vacancythe,1.0,vacancythe,V52Y
wonthe,1.0,wonthe,W3H0
lawson,2.0,lawson,L250
dublin,18.0,dublin,D450
solicitor,3.0,solicitor,S236
simonthe,1.0,simonthe,S53H
unionist,4.0,unionist,U230
fielded,1.0,fielded,F300
reenter,3.0,reenter,R360
holmes,1.0,holmes,H520
servantsgiven,1.0,servantsgiven,S153
relevantthe,1.0,relevantthe,R153
wina,1.0,wina,W000
readopt,1.0,readopt,R130
railwaymen,1.0,railwaymen,RWY5
coupon,1.0,coupon,C500
earlierjames,1.0,earlierjames,E625
coffield,1.0,coffield,C143
representativesmitchell,1.0,representativesmitchell,R625
rhea,1.0,rhea,R000
jacksonian,1.0,jacksonian,J250
pensions,3.0,pensions,P252
eleventh,4.0,eleventh,E53H
hinds,1.0,hinds,H320
whig,1.0,whig,W200
pursuits,1.0,pursuits,P232
interment,1.0,interment,I653
mitchells,2.0,mitchells,M2H4
justicethis,1.0,justicethis,J323
itsergei,1.0,itsergei,I620
mureiko,2.0,mureiko,M200
grecoroman,2.0,grecoroman,G265
moldova,1.0,moldova,M310
aleksandr,1.0,aleksandr,A253
karelin,2.0,karelin,K450
moldovan,3.0,moldovan,M315
medalist,3.0,medalist,M423
itjob,1.0,itjob,I100
hawxhurst,28.0,hawxhurst,H2H6
hempstead,1.0,hempstead,H123
roslyn,1.0,roslyn,R4Y5
quaker,9.0,quaker,Q600
phila,1.0,phila,P400
grandfathers,1.0,grandfathers,G531
motts,1.0,motts,M320
manhasset,1.0,manhasset,MH23
teacherjob,1.0,teacherjob,TH62
whelan,2.0,whelan,W450
watkins,1.0,watkins,W252
betts,1.0,betts,B320
bordon,1.0,bordon,B350
haxhurst,1.0,haxhurst,HH62
hwxhurst,1.0,hwxhurst,H2H6
agnex,1.0,agnex,A200
mamie,1.0,mamie,M000
cayuga,1.0,cayuga,C200
searings,2.0,searings,S520
burlington,1.0,burlington,B452
virginiain,1.0,virginiain,V250
fairfax,2.0,fairfax,F120
farmed,1.0,farmed,F530
courthouse,6.0,courthouse,C3H2
gristmill,1.0,gristmill,G235
waterpower,1.0,waterpower,W61W
marias,2.0,marias,M200
worshiped,2.0,worshiped,W2H1
woodlawn,1.0,woodlawn,W4W5
meetinghouse,2.0,meetinghouse,M52H
quakers,2.0,quakers,Q620
abigail,1.0,abigail,A400
childbirth,1.0,childbirth,C431
janiethe,1.0,janiethe,J3H0
virginias,1.0,virginias,V252
secession,1.0,secession,S250
sympathizing,1.0,sympathizing,S513
kindness,1.0,kindness,K352
wheeling,1.0,wheeling,W452
forsake,1.0,forsake,F200
notoriously,2.0,notoriously,N624
infested,1.0,infested,I230
robbers,2.0,robbers,R162
guerillas,1.0,guerillas,G420
administrationsin,1.0,administrationsin,A523
appreciating,2.0,appreciating,A623
confederatedisenfranching,1.0,confederatedisenfranching,C136
providentially,1.0,providentially,P135
errand,1.0,errand,E530
auditors,2.0,auditors,A620
officehawxhurst,1.0,officehawxhurst,O2HW
temperance,1.0,temperance,T165
templar,2.0,templar,T146
templarsjob,1.0,templarsjob,T146
paralysis,1.0,paralysis,P4Y2
postmastership,1.0,postmastership,P352
transcripts,1.0,transcripts,T526
annas,2.0,annas,A200
hawxhursts,1.0,hawxhursts,H2H6
reminiscences,1.0,reminiscences,R525
suffrage,1.0,suffrage,S162
spinetailed,1.0,spinetailed,S534
mearnsia,1.0,mearnsia,M520
picina,1.0,picina,P500
needletail,1.0,needletail,N434
spinetail,1.0,spinetail,S534
apodidae,1.0,apodidae,A300
mindanao,1.0,mindanao,M350
visayas,1.0,visayas,VY20
lossebird,1.0,lossebird,L216
mediumsized,3.0,mediumsized,M523
shorttailed,1.0,shorttailed,S634
underwing,1.0,underwing,U6W5
swifts,1.0,swifts,S132
kingfisherit,1.0,kingfisherit,K212
reliant,3.0,reliant,R530
selectively,1.0,selectively,S231
streamside,1.0,streamside,S652
edgeiucn,1.0,edgeiucn,E250
threatenedthis,1.0,threatenedthis,T635
wholesale,2.0,wholesale,W424
miningthis,1.0,miningthis,M523
apodiformesrelated,1.0,apodiformesrelated,A165
lustgarten,3.0,lustgarten,L326
derivatives,4.0,derivatives,D131
pharmaceuticals,1.0,pharmaceuticals,P652
fd,2.0,fd,F000
kx,8.0,kx,K000
commercialize,1.0,commercialize,C562
ubs,2.0,ubs,U000
kdb,5.0,kdb,K100
database,3.0,database,D120
datadriven,1.0,datadriven,D361
iex,1.0,iex,I000
insider,1.0,insider,I360
verticals,1.0,verticals,V324
ondemand,1.0,ondemand,O530
aws,1.0,aws,A000
cofounders,1.0,cofounders,C536
includeadditional,1.0,includeadditional,I435
httpscodekxcomqinterfacesfusionall,1.0,httpscodekxcomqinterfacesfusionall,H312
saddleback,21.0,saddleback,S341
rangeley,12.0,rangeley,R24Y
